courseId,id,title,titleDescription,owner,ownerDescription,videoLength,students
A126,5df27f1fa5ee510022a08500,Docker 部署入門完全指南-圖片速學攻略,此課程將透過架構圖片取代大量文件，讓大家更直覺的認識 Docker。每個主題將分成觀念與實作部份，在建立觀念後透過練習加強學習效果,SamTsai,"Hi，我是Sam，是一位專業線上課程創作者。擁有多年Docker使用經驗，專注於後端與DevOps領域。此外，我也擁有多年AWS實務經驗，並獲取AWS Solution Architect Profession證照。現任Udemy開課老師。

我堅信，好的教學是能用一張「圖片」取代千百文字，讓學員們一目了然專業上的艱深觀念並留住長期圖像學習記憶。在我的教學課程中，我將會結合我的程式專業與繪畫技巧，為學員們創造出高效的學習體驗。",13924,907
A127,5dd935075e4baa002072a10a,一次搞懂專案管理 - 從入門到業界實務,專案管理課程，系統化的帶你認識專案管理。課程將使用 Fortune 500 企業專案經驗及文件說明，幫助你建立專案管理知識與基本操作技巧，並教你如何運用不同文件來管理專案。,林佳熹,原來管理也是可以用標準化來實做，或我們稱Best Practices。基於認為專案管理的精神就是標準化、分享、成長、學習，希望盡可能的把自己實務經驗分享出去。,10830,1367
A128,5d5f8331e90dec002105b0c1,【AI 深度學習】新手入門應用篇,AI 深度學習課程，教你人工智慧的實作與應用。課程包含三大實用主題：學習資料預測、圖片與人臉辨識＆分類、文本分類，帶你實作 AI 應用，理解深度學習，培養數據導向思維。,Abel Wang,"29年機電自動化工程經驗,
15年機器人競賽教學資歷,
經歷國內外多場機器人競賽,
我們正處於人工智慧急速發展的時期,
駕馭AI讓工作生活更精彩",39276,406
A129,5d5a2c1a7d4d7c00217effe4,一小時光屋 - 魔術方塊速解高手之路,"一小時學盲解 - 魔術方塊速解進階課程開課啦！
各種速解技巧心法全在此不藏私分享。讓你在短時間擁有高手思維，猶如進了精神時光屋一般！",洪啟倫,魔術方塊多項紀錄刷新者、2016台灣記憶總冠軍,5017,400
A130,5d4550d73714d90022ded25d,開啟程式設計之門 - C++ 核心課程,C++ 程式設計課程，以系統性的方式帶你理解 C++ 的觀念與實務應用。課堂將教你程式設計的方法，並且帶你以物件導向的概念設計員工銷貨、管理等實務應用系統，讓 C++ 成為你踏入程式設計領域的入門語言。,Kevin,"22 歲的 Kevin 目前就讀於交通大學。

念的是管理科系雙主修資工系，因興趣關係 4 年來不斷接觸程式新知。
C, C++,  Python, Java Javascript,  php 等語言都有研究 。

並以C++實作不少專案，包括視覺化演算法問題, 知名遊戲模擬器, 送貨路線動態模擬幫助送規劃貨員接收零時訂單的最佳路線等。

在雙主修的過程中慢慢領悟一套學習心法，能理解想進入資訊領域的初心者面臨的障礙，並能跳脫工程師思維，不把硬梆梆的內容丟給大家，而是用人人聽得懂的方式教你寫程式。
",32594,1109
A131,5d1ba52a0d5f3b0021dbb996,互動藝術程式創作入門 (Creative Coding),程式是開啟想像的媒介，這堂課將教用 p5.js 做程式創作，製作動態的網頁看板、實時投影、博物館互動介面、遊戲等不同形式的基礎，在真實的場域中應用。,吳哲宇,"墨雨設計創辦人，紐約大學進修整合數位媒體碩士。互動設計師、藝術家、講師、全端工程師，引領超過 15,000 位學生進入互動網頁與生成藝術開發的大坑。",63417,2796
A132,5d04aa998834eb002271ba29,小資族 ETF 狠會賺投資法,ETF 量化投資課程，教你花最少的時間，打造出長期穩定的投資方式。課程將從 ETF 與指數介紹開始，教你各種投資專有名詞，接著教你投資分析與回測、看懂策略報表，最後實際進入市場投資。,小資族狠會賺投資法,"Cash 接觸程式交易、智能交易長達數十年，已協助超過百組客戶架構交易系統，也在多所大學與期貨商擔任講師。
Jimmy 擁有多年量化操盤經驗，開發過破百隻期貨，外匯交易策略，對策略管理與交易系統整合有深入研究，操作千萬以上資金。",23059,757
A133,5ca2cee872a72f0021514421,小資族保險的第一堂入門課,小資族保險入門課，花小錢也能買下大保障。課程將教你分析、判斷自己對不同保險的使用需求，適合無論是剛出社會不久的小資族，或是剛結婚的新婚夫婦，甚至是想提前幫孩子做好理財規劃的新手父母，小資族保險入門課，讓你買對保險更安心。,李柏鋒,我是李柏鋒，台灣ETF投資學院創辦人，也是科技媒體INSIDE主編。,23168,901
A134,5ca16d2972a72f002150e9b2,活用深度學習：MT4 交易程式整合視覺模型,利用深度學習圖像辨識，解析 K 線型態，打造屬於自已的視覺模型，帶你一步一步完成，並且整合 MT4 與應用。,Jarvis,"過去，我曾經開發過iOS App，包含遊戲、行銷應用、企業內部應用，以及多個大型企業內部 Web 系統。目前則投入在機器學習領域，並擁有四年的專案開發經驗，在這期間成功協助多位主觀交易者的策略轉化成自動化程式，並且也當任MQL4的家教，教授基礎MQL4編寫與整合規畫。同時使用MQL4開發相關的程式，成功整合外部的服務。

我是一位喜歡自學的人，同時也喜歡透過手邊有的資源整合去解決問題。現還在努力的精進自我的道路上。",20604,160
A135,5bd43b15029bec001e0a4ba1,Git - 軟體工程師必備的版本管理時光機,"版本管理是現今軟體開發大家都一定要會的技能，而 Git 更是目前的版本管理主流。

這門課會教你如何從最簡單的個人版本管理到多人版本管理，以及共同開發時如何有效率的管理程式碼。",王慕羣 Kewang,"目前在一間旅遊新創擔任技術長，平日喜歡分享許多實戰技術文章，也已經連續七年在大型技術研討會分享各種前後端實戰經驗。

擅長 Java、JavaScript (Node.js, Express.js)、Hadoop 生態系 (HBase)、PostgreSQL (PostGIS)、MongoDB，也喜歡玩各種先進的前後端技術。現在則是專注在 DevOps，CI/CD，Git 工作流程等軟技術。",16663,186
A136,5b9d3a6dca498a001e917383,用 Python 理財：打造自己的 AI 股票理專,Python 理財課程，學習打造 AI 股票理專，使用機器學習演算法來篩選可靠的投資策略，跟著 FinLab 一起打造人工智慧選股策略，每日一鍵更新Python爬蟲與資料庫，投資理財其實不難。,FinLab,臺灣量化交易協會 學術顧問台北商業大學 創新育成中心 創業技術顧問法國巴黎薩克萊資工所 博士,44467,4320
A137,5b3b080baa5ff8001e22316e,Evernote，你的無壓工作術,Evernote 是專業的資料庫整理工具，提升做事效率，是學生或上班族在面對多重挑戰時必備的技能。學習 Evernote 來完成系統化的時間管理，實踐 Get Things Done 的高效率時間管理概念。,蔡正信,"你的數位教練－蔡正信老師！

從休閒生活到專案管理，利用Evernote管理著35000則訊息+180本記事本而不錯亂；各類型的教學方式與不同族群都能信手捻來。3C狂熱，任何東西到手都能研究透測，以獨特的方式詮釋教學，讓人淺顯易懂，打通你對數位管理盲點的任督二脈，除了是一對一的蘋果家教，在好學校出品第一堂『EVERNOTE ，你的無壓工作術』共超過850個學員，111則五星評價，蔡老師擅長於把複雜的程序系統化，再趁勝追擊推出第二堂

【專治亂糟糟的數位教練】
『檔案管理及備份』之你的超效工作術

「超效數位整理術」，透過系統化流程，讓檔案管與分類一目了然，是一位從未忘記結婚紀念日，同時開數種不同內容課程，也未曾備錯進度的超級老師。",23407,1058
A138,5af7d29db44939001e4697f1,氣球達人宋俊霖 教你氣球編織玩造型！,這是一門教授氣球編織的課程，您可以跟著氣球達人宋俊霖從入門到進階，學習氣球編織技術。課程將從氣球材料挑選開始，教你打氣技巧、各式編織技法、如何收尾等氣球造型必學的技術，您也能從設計到編織自己理想的氣球造型。,"宋俊霖 Chun-Lin, Sung","哈囉大家好，我叫宋俊霖，
自 2012 年初次學習造型氣球至今，
折氣球已從我的興趣變成職業，
現在的我是一名專職折氣球的氣球達人。

我在Hahow開設了三門線上氣球課程，
設計了從初階、入門到進階的氣球技術和作品，
歡迎對氣球有興趣的也一同成為氣球藝術家！",39115,487
A139,5abc9a947997a2001e7be0ee,平面設計 - 從理論到實務運用及對談 (初階),平面設計入門課程，由半夜設計與海流設計共同規劃，從設計基礎開始，教你基本設計原理與概論，接著帶你理解印刷與完稿技術、教你訂定目標與如何規劃設計專案與接案，掌握平面設計入門，設計專案的概念發想與執行更能快速上手。,lymma,lymma 目標成為最具價值的專業設計師社群平台，透過社群的力量聚集大量高品質的設計師與內容，並以透過 lymma 平台所提供的各種服務，為設計師找到更多的發展機會並創造更多的可能性，並以實踐「為每一個人創造機會價值」的願景。,9177,984
A140,5a2a6b3fa6501f001e2e9e86,全方位學 WordPress - 從架站到整合行銷,WordPress 就像組裝玩具一樣有趣，有了扎實的基礎與層層行銷觀念，你也可以自架網站、並學會觀察與操作流量！,wei,"當初會進到網路行銷這門領域完全是一場意外，喜歡鑽研網站架設、網路行銷、平面設計...等領域，平日的興趣就是這些，未來應該也不會有太大的改變。
",48334,199
A141,5a2170d5a6d4a5001ec3148d,用 Python 理財：打造小資族選股策略,Python 理財課程，教你如何利用 Python 程式選股。學習 Python 選股技巧，利用量化投資穩定獲利，並透過程式減少看盤時間。製作專屬的選股機器人，只需每天按一個鍵，股票操作清單便能輕鬆入手！,FinLab,臺灣量化交易協會 學術顧問台北商業大學 創新育成中心 創業技術顧問法國巴黎薩克萊資工所 博士,30509,10171
A142,59b8a97dcd5792070055ef75,打動人心的創作秘密，畫出個性的角色設計,動畫角色設計課程，學會畫出角色的靈魂與特色，從動畫角色的個性與情緒著墨，掌握不同的肢體動作與視覺比例，讓設計出的角色舉手投足都富有故事與影響力。,水晶孔,"crystal kung /水晶孔 
畫圖為生，逐水草而居。 
https://www.crystalkung.com/",14998,5390
A143,59849fbcacc1370700075d44,網路行銷全方位入門實戰（下集）,數位行銷進階課程，將從網站概念開始介紹，並教你搜尋引擎運作原理。課程也包含數據分析與應用、電子商務流程，以及蔚為趨勢的網紅行銷、口碑行銷，全方面的帶你理解數位行銷必備知識。,樊志霆,網站分析背景出身，出社會後投入網路行銷領域超過10年，是台灣少數結合行銷、技術、數據三項領域的專家，專注於網站數據分析、網站開發、搜尋引擎優化、報表視覺化等實務面工作，也擅長將工作上寶貴的經驗轉化為淺顯易懂的課程，曾任多間知名企業的數據顧問、電商營運分析主管，現任知名跨境球鞋電商首席數據分析師。,33077,775
A144,586fae97a8aae907000ce721,動畫互動網頁特效入門（JS/CANVAS）,網頁特效入門課程，教你製作網頁特效、動畫，與遊戲製作原理。從零開始快速入門互動網頁、JS 與繪圖實戰範例，並學習 Vue.js 整合前端網頁，自己也能輕鬆製作網頁特效與動畫。,吳哲宇,"墨雨設計創辦人，紐約大學進修整合數位媒體碩士。互動設計師、藝術家、講師、全端工程師，引領超過 15,000 位學生進入互動網頁與生成藝術開發的大坑。",185101,5204
A145,578dd474d0c303070041711a,AE基礎動畫 -【讓 2D 角色簡單動起來】,AE 基礎動畫課程，讓 2D 角色動起來。課程將從各種出場動畫設計開始介紹，並教你角色骨架綁定的設定，接著教你表達式的編寫與應用，掌握 AE 動畫設計原則與應用，你也能讓角色動起來。,Painn My Graphic,Motion graphic/VFX Visual Effects/Rigging Animation,43700,988
A146,5e6dd4fe024d690024e3be3e,Linux 我來教: CentOS/ RHEL 8 新世代雲端,建立 Linux 系統，架設網站服務與解決問題，還能用來調教出適合企業使用的平台。課堂中將會理論與實際操作並行，帶你深入淺出理解 Linux,Hank Tom,"我一直在程式圈打滾，程式開發到現在寫了 30 年，歷經多次的程式變革。擔任程式設計師、軟體部經理、技術顧問、總監等職。
完成數十個業界專案，包括即時聊天、企業 SIP 通訊、社群分享等 APP 應用系統。
擔任各學校課程與軟體公司、新創團隊企業內訓課程講師。
全球第 18 順位取得 Google  認證 Android 開發員認證，是綠豆湯技術部落格的發起者，發表許多 Android、Java 與 Firebase 等技術文章。",29106,569
A147,5afa6930bb4174001e3fe268,Android APP高效入門 強靭基礎刻不容緩,Android App 開發課程，學習使用 Java 程式語言，開發自己的 Android App，帶你掌握Android 元件控制與設計能力，以及完整瞭解 Android APP 的設計要領與方法，透過活用 Android Studio 開發工具的能力與技巧，你也能具備開發完整 Android APP 的能力。,Hank Tom,"我一直在程式圈打滾，程式開發到現在寫了 30 年，歷經多次的程式變革。擔任程式設計師、軟體部經理、技術顧問、總監等職。
完成數十個業界專案，包括即時聊天、企業 SIP 通訊、社群分享等 APP 應用系統。
擔任各學校課程與軟體公司、新創團隊企業內訓課程講師。
全球第 18 順位取得 Google  認證 Android 開發員認證，是綠豆湯技術部落格的發起者，發表許多 Android、Java 與 Firebase 等技術文章。",42330,990
A148,628b1d45b38e8100072ca394,找回美麗腰背線！筋肉媽媽的科學化核心肌群訓練,許多體態變形、亞健康痠痛、活動度降低導致受傷，大多與核心肌群無力有關，這堂課就是要用科學健身的概念，從深層打造到外觀雕塑，循序漸進幫你找回核心肌群的內在力量，由內而外真正達到緊實好看的線條，找回你健康舒適又自在的身體！,筋肉媽媽,"從媒體產業轉行到體適能產業，短短幾年取得ACE美國運動協會官方登陸的國際講師資格，可以教授教練證照；2018年成為健美國家代表隊選手，2019年拿到IFBB國際健美總會職業運動員身份；也是運動健康科學所得的研究生。

從手腳不協調的產後媽媽，到成為擁有專業與成績的體適能教練講師與運動員，將短短幾年就大有成效的訓練概念與國際研習心得彙整，用小白都能聽懂的方式教學，正是筋肉媽媽的強項。

目前是教練、是身心靈健身作家、是演講家，也是國際體適能證照代理Fit Strong飛創國際教育平台的講師。

面對大眾客戶與教練的教學，已經破千人。

專長：功能性訓練整合/孕產婦訓練/型體健美訓練/女性增肌減脂/特殊族群訓練/皮拉提斯；

同時是運動健康科學研究所研究生、中華台北國家隊健美選手、國際健美總會菁英職業卡選手、中華民國健美健身協會理事、大專體育總會健美委員會執行秘書，也是體育署運動企業認證合作講師。

期望能讓所有女性身心靈健康富足，從運動中找到自我覺醒的力量，肯定自我價值，一直是支持我創業與推廣健身的動力。

女人們，需要被呵護對待，需要被愛護，首先的對象，就是我們自己要學會愛自己喔！
",15251,625
A149,625eba90d3f1710007f5692c,人人必修動力鏈-從生活到運動的痠痛預防術,"關節出現疾病之前，會有一段漫長的亞健康時期，痠痛就是一種徵兆，若忽略這些徵兆，就會轉變成不可逆的傷害；

若你掌握「動力鏈」的知識與活用練習，數十年後，就能幫你免除復健、手術、時間的高成本和生活不便的隱憂。",啾c物理治療師,"我是肢正腔圓的物理治療師啾c，

喜愛運動因此也長年投入運動領域的臨床治療，

擁有物理治療師執照以及SFMA、CAFS、NKT、FPES... 等等和運動治療相關的專業認證。

我期許自己能用淺顯易懂的口令把專業知識傳遞給你。

讓你在家就可自行保養身體，遠離積勞成疾，
讓每個人都可以用健康的身體，開心享受人生。",22385,953
A150,62551b0468f6ab0006b7831b,打造電影氛圍感，與映之導演拍出商案級 MV,這是一堂讓你從入門到專業學習，最後可應用到提案階段的課程，如果想成為 MV、廣告導演、影像工作者，這堂課有相關的經驗分享與內容學習，並且可以獲得不同於一般影視課程的重要觀念。,陳映之,知名音樂錄影帶和廣告導演，入行超過 20 年，曾獲金曲獎最佳音樂錄影帶獎及國內外影像相關獎項。作品具有強烈的個人特色，風格偏好明亮多彩，將現實轉為非現實，透過光影人物捕捉、多重曝光、影像堆疊等創作技法，使影片呈現迷幻氛圍。,722,319
A151,61a5d89b3b954c0007022c77,後疫情時代鏡頭表達力，洪婉蒨的鏡頭教練課,市面上唯一聚焦「面對鏡頭表達」的課程。教你如何在線上商務會議、直播銷售或線上教學時，運用上鏡的非語言訊息與肢體語言，讓客戶信任你、消費者買單、學生專注。,鏡頭教練洪婉蒨,曾是電視台新聞主播、新媒體影音總監，現經營自媒體【你的鏡頭教練】。是少數經歷橫跨傳統媒體、新媒體及自媒體的媒體人，故同時擔任直播顧問、中英雙語主持人和企業內訓講師，教學主題包含【鏡頭表達力】、【直播銷售】及【訪談主持力】。,12842,404
A152,618005c1e01a1b00068e7a9a,啟動孩子創造力！EnglishArt親子創藝課,覺得創意很重要，但不知如何培養？給孩子一堂「不一樣」的藝術課吧！澳洲藝術家老師以「開放式引導」教學，帶領孩子觀察、探索、玩出創造力！,Smiley Rhythm微笑音符,微笑音符創立於2015年，受到義大利瑞吉歐方法啟發(Reggio Emilia Approach)，我們相信豐富的感性是創意的泉源，微笑音符以自然的建築空間為基底，以音育、美育、智育、綠育及食育五大主題滋育孩子豐富的感受力，於台北開設幼兒園、托嬰中心、才藝教室。為開創未來教育的可能性，積極投入開發美感創意相關實體、線上課程與講座。,9111,327
A153,6164fd2cc74856000619aa16,Zunni 美甲全科班：從質感設計開始創業,從美甲基礎理論到設計暈染，帶你掌握做出不同凝膠質感的關鍵技法，並以 Zunni 的招牌為範例（各式特殊材質暈染、都市質感設計風格），學習凝膠進階變化心法。這堂課也包含開業、經營工作室的 Know-how 等各面向知識，有系統地了解美甲沙龍常見問題與經營趨勢分析。,Zunni 美甲-Lynn,我是 Lynn，也是 Zunni 祖尼美甲設計事務所的負責人。目前在台北市有兩間分店，進入美甲行業超過5年，從事美甲教學也有多年經驗。致力的理念是希望各種生活風格能融入美甲藝術。,10779,449
A154,61381a3f33a3960006df1eb3,RyuuuTV看動漫看日劇，零到N4道地說日文,"Ryu 和 Yuma 帶你從五十音，一步一步帶入完整句子、進步到日文 N4。
從大家的生活會接觸的情景，如：旅遊、動漫、動畫、日劇、流行歌，
用活潑短劇的方式演出，分析對話、經典臺詞的句子結構與文法，
除了能搞懂考試必備的範圍，還能加強日文口語與聽力！",Ryuuu TV / 學日文看日本,大家好，我們是 Ryu 和 Yuma，是一個住在日本的馬來西亞男生和日本老婆夫婦檔經營的學日文看日本頻道！希望透過 Youtube 拉近日本跟大家的距離～讓大家看我們就像住在隔壁的朋友那樣看見日本！,35627,7609
A155,60fcc2932b90ea00074c4a16,面向市場的自媒體說故事法則：心態與思考篇,"“說話藝術”                                                                                             

理解自己（他們）的「感受」，發掘自己（他們）的「需要」，然後提出「請求」，以此練習非暴力溝通的方式。

“學會更有效的溝通方式”

如果我要跟她說 我愛妳
是直接說 我愛你 比較好～
還是我們其實有更好的方式？

說話是一門藝術
在我們開口之前，我們可以試著先理解對方的感受及需要。
尋找到適合的方式，那我們才能開始進行更有效的溝通～

如果說話是門藝術 
我們轉個角度思考
影像也是一種溝通

用影像說故事，並且學會如何去設計一個故事

這堂課程 
我希望能夠開啟大家對於影像敘事方式的思考
除了建立出完整影像敘事的思考方式與邏輯架構
這項技能同時也可以用在生活或是職場中的任何一個項目",Edo Lo,"Edo (艾德導演)
“如果影像回歸至最原始的初衷，其實就是單純的 紀錄”
Edo為台灣元老街舞傳奇團體”Popcorn Crew”團員，對舞蹈音樂及街頭文化擁有強烈熱誠，在視覺藝術與音樂有相當的敏銳度。 
2002年從加拿大回台灣後繼續從事音樂及舞蹈工作，2004年成立Merry Monarc舞蹈學校，為目前台灣最大型舞蹈學校之一，並孕育了許多新生代的職業舞者，
從事街舞行業超過25年並與許多知名歌手藝人合作，擁有相當豐富的資歷。 
由於對視覺藝術的熱愛，  在2011年將重心轉移至影像創作，並開始擔任藝術總監與導演的職位，擅長將音樂節拍與旋律,情感與動態影像結合剪輯成細緻的作品，並詳細捕捉人物的情感與形體創作出具有溫度及個人風格的影像作品！",17241,445
A156,60f4f828cc9ccf00061d71f4,做自己的珠寶設計師：揮灑你獨有的創意,把你的獨特想法設計成珠寶吧！課程中包含獨家新手包，逐步引導，教你認識媒材、創意發想、最後產出一張獨一無二的珠寶設計圖。讓你成為自己的珠寶設計師！,Adara Chao,"Adara&C. Joaillerie法式飾品創辦人Adara，擅長精細的鏤空珠寶設計，從2008年開始接觸珠寶設計，於2012年在台創辦飾品品牌。
曾任實踐大學推廣部講師、銘傳大學及經濟部中小企業處女性創業飛雁計畫客座講師。
",13080,66
A157,60c84de9eb75ca46e0c25e85,我想離婚怎麼辦：兒福聯盟的離婚規劃課,"當關係開始改變，婚姻狀態已經讓我十分糾結或痛苦時，我應該如何面對?
兒福聯盟離婚親子維繫服務，由經驗豐富的社工講師，實際帶著大家整理，離婚的前、中、後要面對的各種疑難雜症。想要離婚不再手足無措，讓我們陪著你，一起走過這趟旅程。",兒福聯盟,1991年從修訂兒少福利法開始，歷經三十年的時間，兒福聯盟已經推展超過25種服務項目。與時俱進，實務社工服務與研究倡議併行，一直是我們的核心價值。邀您和我們一起，與孩子共創更好的世界。,12646,3709
A158,60c5ce16962ad61a86c7865b,UX 設計/研究全攻略: 給新手的職場通識課,這堂 All-in-One 的「UX 設計/研究全攻略：給新手的職場通識課」，涵蓋 UX 研究、UX 設計和 UI 設計三大面向，同時提供理論說明和案例拆解，帶領你系統化學習 UX 基礎能力與職場實作知識，讓你面對入行更有信心！,設計遊牧 Design Nomads,嗨！設計遊牧是一個分享 UX 設計工作、留學、創業、產業新知的 Podcast 節目，透過 UX 研究員、設計師與他們的朋友的聊天過程，讓你輕鬆獲得多元的 UX 觀點與想法，跟我們一起設計成長💡,44348,1774
A159,60c2e123dcc8c38df47514c1,雙語教育必學的核心素養－用英文學知識,"Angela 老師擁有豐富的教學經驗，針對 108 課綱裡常提到的「核心素養」，將分享有效的學習方法與技能，讓孩子學英文，同時也能提高各學科的核心素養

",新視紀NV Learning,新視紀，網羅各專業領域的鬼才，包含業界各個領域，甚至教育界的菁英，一同不藏私的與大家分享一身的好武藝！,15920,162
A160,60ac8e42992b7aadf9d019d8,Adam 個人理財術：從培養財務認知開始！,"Adam 的個人理財規劃術，從 0 培養財務認知！
就跟到一個新環境一樣，進入到未知的領域，我們也可以從熟悉「當地語言」開始。 
這堂課程將由 Adam 帶你認識初入理財領域時應該要知道的大小事，幫助你在日常中也可以透過美股 ETF 配置理財法開始，從日常生活中開始累積資產，不讓積蓄被通膨率吃掉！",莫彩曦 Hailey,"我們是莫彩曦Hailey和Adam! Hailey is from Colorado and Adam is from Maryland, but we met 3 years ago in Taiwan. While in Taiwan, we learned to speak fluent Mandarin in less than a year and taught English to all ages and levels. We both fell in love with the country, the food and the people, and now consider Taiwan our 2nd home. We enjoy making youtube videos, learning about US and TW culture & language, and sharing happiness!",10002,4442
A161,60a152d79c845e9b9224d93c,零失敗的夢幻糖霜餅乾：收涎餅乾、節日禮物輕鬆做,"隨著大家對於生活品味追求高品質，餅乾不單只是單純餅乾，除了好吃也要好看，於是運用糖霜可以使餅乾變得趣味豐富。
這門課程用風格及節日加小故事方式讓糖霜餅乾充滿更多想像的空間，其中不乏讓讀者們快速進入的基礎小技巧，也加入達人不藏私的練功秘笈。
在家也能製作出像藝術品的餅乾，不僅在派對上成為最佳禮物，還能在家輕鬆接單。",霏霏老師,"sunny bear's 手感點心坊的創意和製作執行者。
喜歡用糖霜裝飾為別人製造驚喜，希望用甜甜的糖增添小日子的可愛甜蜜。",15048,188
A162,607015a2db27b36747727e80,前進新貨幣戰國時代！央行數位貨幣 CBDC,本次課程除了完整解析 CBDC，也將介紹相關產業的 ETF 商品及報酬。若你想跟上 20 ~ 30 年一次的科技生產力循環，以及數位貨幣時代的最新浪潮，並從中抓住投資機會，馬上跟著 M 平方，運用 60 分鐘的時間，一次看懂全球都在討論的央行數位貨幣！,MacroMicro 財經M平方,「MacroMicro 財經M平方」致力於整合全球總經數據、協助投資人運用經濟指標找到投資方向！創辦人 Rachel 帶領整體研究團隊，專注研究各大商品基本面與景氣循環動向，讓人人都可以重視基本面，為自己的投資負責！,4050,72
A163,60613eb176bf3b2443c0ac5f,遙控 X 攝影：休伯特的戶外空拍運鏡指南,將與你分享空拍機選購、飛行區域辨識、空拍機 APP、空拍作品賞析，及各種環境空拍的注意事項。還會教你平常可執行的基礎練習，來提昇空拍技巧。,休伯特,,16389,117
A164,603f1f40043b47572c5af711,多種媒材的創意激盪：一起輕鬆玩水彩,"來放飛自我，感受療癒的玩畫過程吧！
運用老師教你的色彩理論、構圖教學以及使用『透明水彩和其他不同的媒材』的複合繪畫，描繪出你抽象的內心世界～",許雲 HsuYun,一個愛畫畫的普通人。討厭打草稿，也不喜歡照規矩來，如果在現實裡我們只能認命臣服，希望能在畫裡得到自由。,11502,122
A165,602dd6b66ed1d10178ea3070,風格實踐學：從內在到穿搭形塑獨特品味,風格是一張無聲的名片，除了了解怎麼穿、穿什麼，更重要的是：為何而穿？跟著 Yutopia 一起學如何打造個人風格，做自己、愛自己，拒絕成為時尚洪流下的一枚旗子。,Yutopia 李瑜,"時尚部落客、高端生活風尚誌 Tatler 的國際中文版總編輯，持續將風格、質感與美好生活，推廣給更多人。

因對於時尚的興趣於2011年前往米蘭 Istituto Marangoni 攻讀 Fashion Styling，就讀期間以攝影助理、駐外採訪身份深入歐洲時尚圈，並在 2013 年創立個人平台「Yutopia」，希望能與身在亞洲的同儕分享歐洲生活與產業的所見所聞，為台灣第一代「時尚知識型部落客」。旅居歐洲期間，為亞洲多本國際中文版雜誌報導與製作專題，身為第一代在歐洲發展的台灣部落客，她更是時裝秀、街拍及各大派對的固定班底，更是台灣第一位登上時尚雜誌別冊封面，以及步上金馬紅毯的時尚部落客。",8632,470
A166,5ff6aa28c5cbbcb694532eaa,插一盆花歌頌四季－我的自然感花藝創作法,這是一堂無論花藝師或是純粹想在家享受自然美好的你應該學習的一堂花藝課，透過介紹各種能取代花藝海綿的插花方式，讓大家了解在生活中也可以用環保自然的方式插花。並介紹老師如何透過對於素材的感受，去營造不同素材在一個作品中該有的位子。,小Ｐ Lee Juang Ming,"PM FLOWERS 創辦人、花藝設計師、花藝老師
https://www.instagram.com/passiebyp/

我的花藝風風格以自由多變化為特色，我喜歡跳脫框架的設計。透過花來呈現我的內心世界與我想要表達的訊息。希望透過我的課程一步步帶領你從基礎走向進階，直到你也有能力透過你的作品訴說你的故事為止。",17026,70
A167,5fe78a2be810e1a5ff89b17f,軟體需求溝通─從外商公司學跨部門協作開發,講師為美商 Tech Lead，曾開課在近千名學員中獲得五星好評，這次要教你精準溝通需求，並輕鬆轉成軟體規格，在公司或是創業，都能派上用場。,Jayden Lin,Jayden Lin，任職 Yahoo，擔任 Tech Lead，帶領團隊做跨國專案開發。同時也是 《程式猿吃香蕉》團隊創辦人，喜歡將實用的軟體知識以簡單生動的方式講給大家聽。,46905,725
A168,5fb6886a56addceac864bdcd,掌握鉤針編織邏輯：五種針法自造生活小物,"「從初學就打好基礎」

針對鉤針新手設計的鉤織課程，只要瞭解五個基礎針法，就可以享受鉤針編織無窮的變化～
在我們設計的練習作品中，藉由反覆的編織動作，讓身體幫你加速學習。學會看懂市售編織書裡的織圖，並且獨立完成各種療癒的作品，讓編織成為你生活的陪伴。

「想設計出心目中的作品」
拆解與重組的心法傳授！
這堂課我們會拆解鉤織的基礎原理，從簡單的點、線、面出發，
讓看似複雜的編織化整為零，變成可以任意組合的各種元素。
藉著控制編織變數的加與減，來探討不同編織作品之間的設計關係。
掌握原理，編織就可以隨心所欲，嘗試設計出屬於自己的作品吧！
",Mu/s Craft毛線球牧場,毛線球牧場主人，2012 年自創品牌，著重以新手視角為出發點的編織課程設計，於台灣、香港、日本等地開設了無數場次的實體編織工作坊，教學經驗豐富。作品以自然素材為起點，透過極簡、樸實的概念，建立起獨特的品牌氣味，也期望在體驗材質的過程中，為學員尋找更多設計的玩性與可能。,24611,1264
A169,5f13bcbd65633155d078ea2c,創新先生瘋狂創造力：創造力思維與發想流程,這一堂「瘋狂創造力」課程，讓你學會創造力的「核心技巧、發想流程、案例解析」，運用工具有步驟找到創新的點子！,創新先生,"大家好！歡迎大家加入《瘋狂創造力》課程。
我是「創新先生」建銘老師，我是位創新家、發明家，在創新發明的路上打滾了22年，代表作品有《會跑的鬧鐘》、《伸縮電蚊拍》、《左右腦動一動》、《鳥博士教育桌遊》等，媒體幫我取名為「生活發明王」。很高興藉由 Hahow 線上募資課程平台，用親身經歷告訴你如何有系統的思考，讓創新的點子源源不絕！",11865,71
